Scheme Code	Scheme Name	Asset Value	Date	ISIN Growth	ISIN Reinvestment
145728	TATA Arbitrage Fund Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option	13.8512	25-Aug-2025	INF277K016Q5	-
145726	TATA Arbitrage Fund Regular Plan - Monthly Reinvestment of Income Distribution cum capital withdrawal option	13.8512	25-Aug-2025	-	INF277K010R6
145724	Tata Arbitrage Fund-Direct Plan-Growth	15.2613	25-Aug-2025	INF277K017Q3	-
145723	Tata Arbitrage Fund-Regular Plan-Growth	14.4903	25-Aug-2025	INF277K015Q7	-
146297	Union Arbitrage Fund - Direct Plan - Growth Option	14.6566	25-Aug-2025	INF582M01ES7	-
146296	Union Arbitrage Fund - Direct Plan - IDCW Option	14.3087	25-Aug-2025	INF582M01EU3	INF582M01ET5
146294	Union Arbitrage Fund - Regular Plan - Growth Option	14.1485	25-Aug-2025	INF582M01EW9	-
146295	Union Arbitrage Fund - Regular Plan - IDCW Option	13.8150	25-Aug-2025	INF582M01EY5	INF582M01EX7
120795	UTI Arbitrage Fund - Direct Plan - Growth Option	37.641	25-Aug-2025	INF789FB1RG6	-
120796	UTI Arbitrage Fund - Direct Plan - IDCW	22.0184	25-Aug-2025	INF789FB1RE1	INF789FB1RF8
104075	UTI Arbitrage Fund - Regular Plan - Growth Option	35.3433	25-Aug-2025	INF789FB1RJ0	-
104074	UTI Arbitrage Fund - Regular Plan - IDCW	19.9664	25-Aug-2025	INF789FB1RH4	INF789FB1RI2
152849	WhiteOak Capital Arbitrage Fund Direct Plan Growth	10.726	25-Aug-2025	INF03VN01910	-
152850	WhiteOak Capital Arbitrage Fund Regular Plan Growth	10.649	25-Aug-2025	INF03VN01928	-
152073	360 ONE Balanced Hybrid Fund - Direct Plan - IDCW	13.0342	25-Aug-2025	INF579M01AZ6	INF579M01BA7
152075	360 ONE Balanced Hybrid Fund - Regular Plan - Growth	12.6673	25-Aug-2025	INF579M01AV5	-
152076	360 ONE Balanced Hybrid Fund- Direct Plan - Growth	13.0342	25-Aug-2025	INF579M01AY9	-
152074	360 ONE Balanced Hyrbrid fund - Regular Plan - IDCW	12.6673	25-Aug-2025	INF579M01AW3	INF579M01AX1
118738	NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option	46.3153	25-Aug-2025	INF204K01G78	INF204K01G86
118737	Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option	9.6826	24-Dec-2015	INF204K01G60	-
118736	Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option	200.6832	25-Aug-2025	INF204K01G94	-
102848	NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option	32.9619	25-Aug-2025	INF204K01570	INF204K01588
102847	Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option	176.9546	25-Aug-2025	INF204K01596	-
102846	Nippon India Balanced Advantage Fund-Growth Plan-Growth Option	176.9546	25-Aug-2025	INF204K01604	-
152132	WhiteOak Capital Balanced Hybrid Fund Direct Plan Growth	13.245	25-Aug-2025	INF03VN01829	-
152133	WhiteOak Capital Balanced Hybrid Fund Regular Plan Growth	12.889	25-Aug-2025	INF03VN01811	-
120550	Aditya Birla Sun Life Regular Savings Fund - DIRECT - MONTHLY IDCW	27.1788	25-Aug-2025	INF209K01R47	-
120705	Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Direct Plan	75.1971	25-Aug-2025	INF209K01XH4	INF209K01XJ0
101818	Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan	67.2298	25-Aug-2025	INF209K01751	INF209K01777
101816	Aditya Birla Sun Life Regular Savings Fund - REGULAR - MONTHLY IDCW	16.6275	25-Aug-2025	INF209K01769	INF209K01DF0
120477	Axis Conservative Hybrid Fund - Direct Plan - Annual IDCW	16.4536	25-Aug-2025	INF846K01DY0	INF846K01DZ7
120480	Axis Conservative Hybrid Fund - Direct Plan - Growth Option	35.0252	25-Aug-2025	INF846K01EA8	-
120478	Axis Conservative Hybrid Fund - Direct Plan - Half Yearly	13.7364	25-Aug-2025	INF846K01EB6	INF846K01EC4
120479	Axis Conservative Hybrid Fund - Direct Plan - Quarterly	13.2130	25-Aug-2025	INF846K01ED2	INF846K01EE0
112927	Axis Conservative Hybrid Fund - Regular Plan - Annual IDCW	13.9460	25-Aug-2025	INF846K01743	INF846K01750
112924	Axis Conservative Hybrid Fund - Regular Plan - Growth Option	29.9032	25-Aug-2025	INF846K01693	-
112926	Axis Conservative Hybrid Fund - Regular Plan - Half Yearly IDCW	13.0044	25-Aug-2025	INF846K01727	INF846K01735
112925	Axis Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	10.8881	25-Aug-2025	INF846K01701	INF846K01719
112353	BANDHAN Conservative Hybrid Fund - Regular Plan - Growth	31.8872	25-Aug-2025	INF194K01RW9	-
112352	BANDHAN Conservative Hybrid Fund - Regular Plan - IDCW	11.4763	25-Aug-2025	INF194K01RY5	INF194K01RX7
113361	BANDHAN Conservative Hybrid Fund - Regular Plan - Quarterly IDCW	13.9304	25-Aug-2025	INF194K01SB1	INF194K01SA3
118491	BANDHAN Conservative Hybrid Fund-Direct Plan-Growth	35.7299	25-Aug-2025	INF194K015B9	-
118490	BANDHAN Conservative Hybrid Fund-Direct Plan-IDCW	13.4398	25-Aug-2025	INF194K017B5	INF194K016B7
118492	BANDHAN Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	16.5927	25-Aug-2025	INF194K010C8	INF194K019B1
150206	BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Growth Option	54.5380	25-Aug-2025	INF251K01HR8	-
150207	BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Monthly IDCW Option	13.3595	25-Aug-2025	INF251K01HS6	INF251K01HT4
150208	BARODA BNP PARIBAS Conservative Hybrid Fund - Direct Plan - Quarterly IDCW Option	13.0165	25-Aug-2025	INF251K01HU2	INF251K01HV0
150203	BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Growth Option	44.6720	25-Aug-2025	INF251K01845	-
150204	BARODA BNP PARIBAS Conservative hybrid Fund-Regular Plan-Monthly IDCW Option	11.0012	25-Aug-2025	INF251K01852	INF251K01860
150205	BARODA BNP PARIBAS Conservative Hybrid Fund-Regular Plan-Quarterly IDCW Option	11.2060	25-Aug-2025	INF251K01878	INF251K01886
118309	CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - GROWTH OPTION	111.8787	25-Aug-2025	INF760K01GB4	-
118311	CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment)	16.7165	25-Aug-2025	INF760K01FZ5	INF760K01GA6
118310	CANARA ROBECO CONSERVATIVE HYBRID FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment)	16.8102	25-Aug-2025	INF760K01GC2	INF760K01GD0
100601	CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - GROWTH OPTION	97.3707	25-Aug-2025	INF760K01282	-
100600	CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment)	13.2461	25-Aug-2025	INF760K01308	INF760K01316
112378	CANARA ROBECO CONSERVATIVE HYBRID FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment)	14.1478	25-Aug-2025	INF760K01AP7	INF760K01AQ5
118994	DSP Regular Savings Fund - Direct Plan - Growth	66.1474	25-Aug-2025	INF740K01NO5	-
118992	DSP Regular Savings Fund - Direct Plan - IDCW - Monthly	14.4041	25-Aug-2025	INF740K01NP2	INF740K01NR8
118993	DSP Regular Savings Fund - Direct Plan - IDCW - Quarterly	14.2748	25-Aug-2025	INF740K01NQ0	INF740K01NS6
102450	DSP Regular Savings Fund - Regular Plan - IDCW - Monthly	11.4312	25-Aug-2025	INF740K01458	INF740K01466
102451	DSP Regular Savings Fund - Regular Plan - IDCW - Quarterly	11.7814	25-Aug-2025	INF740K01474	INF740K01482
102448	DSP Regular Savings Fund- Regular Plan - Growth	58.7093	25-Aug-2025	INF740K01441	-
118574	Franklin India Conservative Hybrid Fund - Direct - GROWTH	99.9655	25-Aug-2025	INF090I01GF1	-
100948	Franklin India Conservative Hybrid Fund - Growth	90.8950	25-Aug-2025	INF090I01EA7	-
118575	Franklin India Conservative Hybrid Fund - Plan A - Direct - Monthly - IDCW	15.0206	25-Aug-2025	INF090I01GG9	INF090I01GH7
118576	Franklin India Conservative Hybrid Fund - Plan A - Direct - Quarterly - IDCW	14.2497	25-Aug-2025	INF090I01GI5	INF090I01GJ3
100949	Franklin India Conservative Hybrid Fund - Plan A - Monthly - IDCW	13.1730	25-Aug-2025	INF090I01EB5	INF090I01EC3
100950	Franklin India Conservative Hybrid Fund - Plan A - Quarterly - IDCW	12.3520	25-Aug-2025	INF090I01ED1	INF090I01EE9
148302	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank ltd CO 05Mar20) - Direct Growth Plan	0.0000	11-Jan-2021	INF090I01WH4	-
148298	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Direct Quarterly Dividend Plan	0.0000	31-Dec-2020	INF090I01WI2	-
148297	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes bank Ltd CO 05Mar20) - Growth Plan	0.0000	11-Jan-2021	INF090I01WE1	-
148299	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Monthly Dividend Plan	0.0000	11-Jan-2021	INF090I01WG6	-
148300	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO 05Mar20) - Quarterly Dividend Plan	0.0000	11-Jan-2021	INF090I01WF8	-
148301	Franklin India Conservative Hybrid Fund - Segregated Portfolio 1 (10.25% Yes Bank Ltd CO05Mar20) - Direct Monthly Dividend Plan	0.0000	11-Jan-2021	INF090I01WJ0	-
119118	HDFC Hybrid Debt Fund - Growth Option - Direct Plan	86.8647	25-Aug-2025	INF179K01XE6	-
102147	HDFC Hybrid Debt Fund - Growth Plan	81.5946	25-Aug-2025	INF179K01AE4	-
102148	HDFC Hybrid Debt Fund - IDCW Monthly	14.1965	25-Aug-2025	INF179K01AA2	INF179K01AB0
119119	HDFC Hybrid Debt Fund - IDCW Monthly - Direct Plan	15.8109	25-Aug-2025	INF179K01XF3	INF179K01XG1
102149	HDFC Hybrid Debt Fund - IDCW Quarterly	14.9763	25-Aug-2025	INF179K01AC8	INF179K01AD6
119120	HDFC Hybrid Debt Fund - IDCW Quarterly - Direct Plan	16.6791	25-Aug-2025	INF179K01XH9	INF179K01XI7
120073	HSBC Conservative Hybrid Fund - Direct Growth	68.9286	25-Aug-2025	INF336L01DW4	-
120074	HSBC Conservative Hybrid Fund - Direct Monthly IDCW	17.8721	25-Aug-2025	INF336L01DX2	INF336L01DY0
120075	HSBC Conservative Hybrid Fund - Direct Quarterly IDCW	15.5289	25-Aug-2025	INF336L01DZ7	INF336L01EA8
102262	HSBC Conservative Hybrid Fund - Regular Growth	61.545	25-Aug-2025	INF336L01099	-
102260	HSBC Conservative Hybrid Fund - Regular Monthly IDCW	13.4032	25-Aug-2025	INF336L01107	INF336L01115
102261	HSBC Conservative Hybrid Fund - Regular Quarterly IDCW	17.6964	25-Aug-2025	INF336L01123	INF336L01131
123183	ICICI Prudential Regular Savings Fund - Direct Plan - Bonus	46.3924	24-Apr-2020	INF109KA1301	-
120616	ICICI Prudential Regular Savings Fund - Direct Plan - Growth	84.1151	25-Aug-2025	INF109K01S39	-
120613	ICICI Prudential Regular Savings Fund - Direct Plan - Half Yearly IDCW	17.3417	25-Aug-2025	INF109K01S47	INF109K01S54
120615	ICICI Prudential Regular Savings Fund - Direct Plan - Monthly IDCW	16.3536	25-Aug-2025	INF109K01S62	INF109K01S70
120614	ICICI Prudential Regular Savings Fund - Direct Plan - Quarterly IDCW	14.9661	25-Aug-2025	INF109K01S88	INF109K01S96
128110	ICICI Prudential Regular Savings Fund - Plan - Bonus	18.3554	24-Apr-2020	INF109KA1319	-
102330	ICICI Prudential Regular Savings Fund - Plan - Growth	76.3858	25-Aug-2025	INF109K01902	-
113098	ICICI Prudential Regular Savings Fund - Plan - Half Yearly IDCW	13.4519	25-Aug-2025	INF109K01IW6	INF109K01WX5
102331	ICICI Prudential Regular Savings Fund - Plan - Monthly IDCW	13.8147	25-Aug-2025	INF109K01ER5	INF109K01894
113097	ICICI Prudential Regular Savings Fund - Plan - Quarterly IDCW	12.1297	25-Aug-2025	INF109K01IX4	INF109K01WY3
114859	Kotak Debt Hybrid - Growth	57.953	25-Aug-2025	INF174K01393	-
120154	Kotak Debt Hybrid - Growth - Direct	67.0022	25-Aug-2025	INF174K01JZ1	-
114858	Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option	12.7113	25-Aug-2025	INF174K01419	INF174K01401
120155	Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct	13.8956	25-Aug-2025	INF174K01KA2	INF174K01KB0
120276	LIC MF Conservative Hybrid Fund-Direct Plan-Growth	90.3577	25-Aug-2025	INF767K01EO7	-
120277	LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW	13.3944	25-Aug-2025	INF767K01EP4	INF767K01ES8
120274	LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW	18.0657	25-Aug-2025	INF767K01EQ2	INF767K01ET6
120275	LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW	14.5448	25-Aug-2025	INF767K01ER0	INF767K01EU4
101869	LIC MF Conservative Hybrid Fund-Regular Plan-Growth	81.3791	25-Aug-2025	INF767K01808	-
101866	LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW	13.0017	25-Aug-2025	INF767K01816	INF767K01824
101867	LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW	14.2947	25-Aug-2025	INF767K01832	INF767K01840
101868	LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW	12.2171	25-Aug-2025	INF767K01857	INF767K01865
148291	NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option	0.0000	25-Aug-2025	INF204KB15O7	INF204KB16O5
148294	NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option	0.0000	25-Aug-2025	INF204KB10P5	INF204KB11P3
148295	NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option	0.0000	25-Aug-2025	INF204KB12P1	INF204KB13P9
118727	NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - MONTHLY IDCW Option	11.6668	25-Aug-2025	INF204K01YW2	INF204K01YX0
118729	NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - QUARTERLY IDCW Option	12.9587	25-Aug-2025	INF204K01YY8	INF204K01YZ5
118726	Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option	64.4027	25-Aug-2025	INF204K01YV4	-
102173	NIPPON INDIA CONSERVATIVE HYBRID  FUND - MONTHLY IDCW Option	11.1623	25-Aug-2025	INF204K01FE9	INF204K01FF6
102174	NIPPON INDIA CONSERVATIVE HYBRID  FUND - QUARTERLY IDCW Option	12.3074	25-Aug-2025	INF204K01FG4	INF204K01FH2
148143	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option	4.0808	10-Jul-2020	INF204KB12K2	-
148139	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan	1.0786	10-Jul-2020	INF204KB14K8	INF204KB13K0
148141	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Growth Plan	3.8398	10-Jul-2020	INF204KB17K1	-
148142	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Monthly Dividend Plan	0.9969	10-Jul-2020	INF204KB18K9	INF204KB19K7
148144	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Quarterly Dividend Plan	1.0493	10-Jul-2020	INF204KB10L4	INF204KB11L2
148296	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option	0.0000	25-Aug-2025	INF204KB14O0	-
148293	Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Growth Plan	0.0000	25-Aug-2025	INF204KB19O9	-
102172	Nippon India Conservative Hybrid  Fund-Growth Plan	58.2974	25-Aug-2025	INF204K01FD1	-
148292	NIPPON INDIA CONSERVATIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option	0.0000	25-Aug-2025	INF204KB17O3	INF204KB18O1
148140	Nippon India Conservative Hybrid Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan	1.0860	10-Jul-2020	INF204KB15K5	INF204KB16K3
148958	Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth	15.2409	25-Aug-2025	INF879O01175	-
148961	Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW	10.9850	25-Aug-2025	INF879O01167	INF879O01159
148959	Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth	15.0486	25-Aug-2025	INF879O01209	-
148960	Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW	10.7877	25-Aug-2025	INF879O01191	INF879O01183
119836	SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	24.3251	25-Aug-2025	INF200K01TV2	INF200K01TW0
119837	SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	31.7488	25-Aug-2025	INF200K01TQ2	INF200K01TR0
119839	SBI Conservative Hybrid Fund - Direct Plan - Growth	79.6142	25-Aug-2025	INF200K01TS8	-
119838	SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	28.7630	25-Aug-2025	INF200K01TT6	INF200K01TU4
100929	SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)	25.6923	25-Aug-2025	INF200K01909	INF200K01917
100968	SBI Conservative Hybrid Fund - Regular Plan - Growth	72.8371	25-Aug-2025	INF200K01859	-
100927	SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	22.0739	25-Aug-2025	INF200K01867	INF200K01875
100928	SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)	21.0071	25-Aug-2025	INF200K01883	INF200K01891
119635	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth	32.4009	25-Aug-2025	INF903J01OP6	-
119636	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - IDCW	13.6387	27-Jun-2025	INF903J01OQ4	INF903J01OT8
119638	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	21.4578	27-Jun-2025	INF903J01OS0	INF903J01OV4
119637	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan -Income Distribution cum Capital Withdrawal (IDCW)	20.9698	25-Aug-2025	INF903J01OR2	INF903J01OU6
112868	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth	29.3529	25-Aug-2025	INF903J01HB0	-
112867	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	13.4752	27-Jun-2025	INF903J01HC8	INF903J01HF1
112870	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW)	18.8858	25-Aug-2025	INF903J01HD6	INF903J01HG9
112869	Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan- Income Distribution cum Capital Withdrawal (IDCW)	19.2742	27-Jun-2025	INF903J01HE4	INF903J01HH7
148106	UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option	4.08	27-Jan-2022	INF789F1AQP1	-
148112	UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option	4.0131	27-Jan-2022	INF789F1AQM8	-
148105	UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option	3.8396	27-Jan-2022	INF789F1AQJ4	-
148108	UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option	3.8416	27-Jan-2022	INF789F1AQG0	-
148115	UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW	3.4135	27-Jan-2022	INF789F1AQQ9	INF789F1AQR7
148109	UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW	1.4527	27-Jan-2022	INF789F1AQN6	INF789F1AQO4
148111	UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW	3.1928	27-Jan-2022	INF789F1AQK2	INF789F1AQL0
148104	UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW	1.3512	27-Jan-2022	INF789F1AQH8	INF789F1AQI6
102533	UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option	69.2632	25-Aug-2025	INF789F01927	-
120789	UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW	50.0863	25-Aug-2025	INF789F01UH1	INF789F01UI9
120779	UTI Conservative Hybrid Fund - Direct Plan - Growth Option	74.9877	25-Aug-2025	INF789F01UJ7	-
120778	UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW	19.6505	25-Aug-2025	INF789F01UK5	INF789F01UL3
120790	UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option	73.7656	25-Aug-2025	INF789F01UM1	-
102534	UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW	45.1639	25-Aug-2025	INF789F01877	INF789F01885
102535	UTI Conservative Hybrid Fund - Regular Plan - Growth Option	69.2277	25-Aug-2025	INF789F01893	-
102536	UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW	17.4411	25-Aug-2025	INF789F01901	INF789F01919
131670	Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option	121.19	25-Aug-2025	INF084M01DJ5	-
131666	Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option	106.65	25-Aug-2025	INF084M01AB8	-
131671	Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW	30.26	25-Aug-2025	INF084M01DK3	INF084M01DL1
131665	Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW	26.59	25-Aug-2025	INF084M01AC6	INF084M01AD4
141642	Axis Balanced Advantage Fund - Direct Plan - Growth	23.37	25-Aug-2025	INF846K01A29	-
141643	Axis Balanced Advantage Fund - Direct Plan - IDCW	14.66	25-Aug-2025	INF846K01A37	INF846K01A45
141644	Axis Balanced Advantage Fund - Regular Plan - Growth	20.95	25-Aug-2025	INF846K01A52	-
141645	Axis Balanced Advantage Fund - Regular Plan - IDCW	13.57	25-Aug-2025	INF846K01A60	INF846K01A78
152194	Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth	11.557	25-Aug-2025	INF0QA701656	-
152195	Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW	11.557	25-Aug-2025	INF0QA701664	INF0QA701672
152196	Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth	11.257	25-Aug-2025	INF0QA701680	-
152197	Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW	11.257	25-Aug-2025	INF0QA701698	INF0QA701706
131355	BANDHAN Balanced Advantage Fund Direct Plan Growth	28.094	25-Aug-2025	INF194KA1UH1	-
131356	BANDHAN Balanced Advantage Fund Direct Plan IDCW	17.096	25-Aug-2025	INF194KA1UI9	INF194KA1UJ7
131357	BANDHAN Balanced Advantage Fund Regular Plan Growth	24.265	25-Aug-2025	INF194KA1UE8	-
131354	BANDHAN Balanced Advantage Fund Regular Plan IDCW	14.860	25-Aug-2025	INF194KA1UF5	INF194KA1UG3
127852	BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW	16.1488	25-Aug-2025	INF761K01BM0	INF761K01BN8
127851	BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW	17.2663	25-Aug-2025	INF761K01BP3	INF761K01BQ1
127850	BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH	26.7529	25-Aug-2025	INF761K01BO6	-
127849	BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH	24.7480	25-Aug-2025	INF761K01BR9	-
145396	Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option	26.6417	25-Aug-2025	INF955L01HF7	-
145397	Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option	17.7391	25-Aug-2025	INF955L01HG5	INF955L01HH3
145387	Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option	24.3543	25-Aug-2025	INF955L01HC4	-
145389	Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option	16.1728	25-Aug-2025	INF955L01HD2	INF955L01HE0
152688	Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option	10.4200	25-Aug-2025	INF760K01LD0	-
152689	Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option	10.4200	25-Aug-2025	INF760K01LE8	INF760K01LF5
152690	Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option	10.2600	25-Aug-2025	INF760K01LA6	-
152691	Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option	10.2600	25-Aug-2025	INF760K01LB4	INF760K01LC2
126393	DSP Dynamic Asset Allocation Fund - Direct Plan - Growth	31.665	25-Aug-2025	INF740K01K81	-
126391	DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly	16.813	25-Aug-2025	INF740K01K99	INF740K01L07
126394	DSP Dynamic Asset Allocation Fund - Regular Plan - Growth	27.6	25-Aug-2025	INF740K01K57	-
126392	DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly	14.261	25-Aug-2025	INF740K01K65	INF740K01K73
141767	Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option	26.7	25-Aug-2025	INF754K01IH0	INF754K01II8
118614	Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option	28.37	25-Aug-2025	INF754K01BP8	INF754K01BQ6
112117	Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option	50.67	25-Aug-2025	INF754K01285	-
141766	Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option	21.62	25-Aug-2025	INF754K01IK4	INF754K01IL2
112118	Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option	20.99	25-Aug-2025	INF754K01251	INF754K01269
118615	Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option	57.68	25-Aug-2025	INF754K01BS2	-
150480	Franklin India Balanced Advantage Fund- Growth	14.4084	25-Aug-2025	INF090I01WN2	-
150481	Franklin India Balanced Advantage Fund- Growth- Direct	15.1387	25-Aug-2025	INF090I01WQ5	-
150478	Franklin India Balanced Advantage Fund- IDCW	13.9487	25-Aug-2025	INF090I01WO0	INF090I01WP7
